,1319,1320,1321,1323,1324,1325,1327,1329,1330,1331,1334,1337,1338,1336,1538
cysteine,-2.2565746767265074,-3.0736823044660038,2.7924847386429112,-1.7327815614098308,-2.020848299111732,-1.966153692565268,-3.272696717132769,-3.282602361063277,3.00102038524163,-3.3658825786706865,3.6722456622227106,-2.4356083123612713,-1.665112861656328,-3.233150570996382,-3.607578913792632
cystine,-2.341815779262359,-3.2363106383148077,2.8207845831556093,2.5568975344287166,-2.0344525155382334,-1.7657796312226903,-3.342885875598017,-3.136608603769958,-3.3821635289458367,-3.296922978600821,3.7535519301615476,-2.1183236205102816,-1.6398069256579035,-2.063701883909965,-3.1097509846376967
adenine,-2.1412039835920327,-1.2149137221270312,-1.9682338562249413,-1.6961813143460875,-1.1009125112432339,-3.8152385655833387,-1.158585961503351,-1.1221147030711176,-2.699042979774722,-1.564091067209628,-1.8870091501700157,-2.2415483161147707,-1.6803902460724172,-0.8023422383017531,-1.679518707152498
adenosine,-1.2653119861173476,-1.925045434920507,-2.6665378308477568,-1.3241910857658974,-1.7818848190406054,-1.1273890411385776,-1.1833132526814862,-2.477075739149076,-1.8651098717550891,-2.424604881069468,3.584242467688197,-1.7310615649859853,-1.6388630896128427,-0.9710708293330894,-1.4090102879192303
cytidine,-1.3394735019787927,-2.119907881568323,2.728663676053247,-1.6722837656834926,-1.8286306680798772,-1.6555310384046331,-1.468138439441262,2.114840113083627,-3.5180880218362724,-4.013903878245686,4.007552878359321,-1.8885242367704844,-1.705904895464757,-0.9951345869283215,-1.1805646255445719
cytosine,-3.402585105293541,-4.123103613210583,-2.748258366466023,-4.081228295349906,-5.247887907256878,-4.327995374928537,-2.7313687312177075,-2.6777530167743167,-3.7787714259518292,-3.4479090857219865,-1.9190377087774804,-4.467302151745132,-3.598953036299682,-2.218474220397795,-4.649449581402063
guanine,-1.8298629640415962,-1.8462318989717725,-2.0433966744432337,-2.6070384224443215,-2.750296131878155,-3.0637333987369155,-0.780351034072891,-1.4750742057027626,-3.0586886665492927,-1.5710714440791476,-2.016310828615742,-4.7160551113561695,-1.5476642286764875,-4.588426364609877,-4.299753179686393
guanosine,-1.4548323733524868,-1.9192482451178927,-3.6143027777418193,-1.5196623354083283,-2.081762366987224,-1.2526001752928144,-1.5251880987579134,-1.6149168308934976,-2.848874758402277,-3.920332503233837,-4.779850793207148,-1.9626355609142379,-1.6113902510796836,-0.9552303447193737,-1.0724764127639819
hypoxanthine,-2.1342231129866662,-2.112606100442531,-1.797030547278827,-2.5181821267101596,3.1004526899445564,-3.0958287911080005,-1.5901562744119213,2.0296227304453804,-4.088294591839869,-1.5888498325146896,-1.9138241692917508,4.211128491121782,-1.771185952948729,-4.475690928680297,-3.466700578505976
inosine,-1.550219442983188,-2.1110406612573467,-5.104944927255907,-1.713477941685176,-2.087157235443498,-1.953561498190599,-1.3339041590386247,1.9077055826077305,-3.169647569245138,-3.604775878192943,3.92746762872234,-1.8338764314097806,-1.6317063542832333,-1.0217039641390966,-1.2316210734095525
