species,metabolite,metabolite_class,N,dR/Rdt
Niastella,uridine,Nucleobase,0.388,-0.07090794627453015
Niastella,uridine,Nucleobase,0.447,-0.3112371401231991
Niastella,uridine,Nucleobase,0.61,-0.09530138688747397
Niastella,xanthine,Nucleobase,0.241,0.0015255759702835073
Niastella,xanthine,Nucleobase,0.388,0.023841818710783853
Niastella,xanthine,Nucleobase,0.447,-0.003664649095833667
Niastella,xanthine,Nucleobase,0.61,-0.04437616500088809
Niastella,xanthosine,Nucleobase,0.241,0.005068133779464417
Niastella,xanthosine,Nucleobase,0.388,-0.014015140114165648
Niastella,xanthosine,Nucleobase,0.447,0.0401462259780628
Niastella,xanthosine,Nucleobase,0.61,-0.006486466642058348
Niastella,5-methyluridine,Nucleobase,0.241,0.011612894145832059
Niastella,5-methyluridine,Nucleobase,0.388,-0.015096184019327592
Niastella,5-methyluridine,Nucleobase,0.447,-0.16791067932312828
Niastella,5-methyluridine,Nucleobase,0.61,-0.09708499070954416
Niastella,gamma-Aminobutyric acid,Others,0.241,-0.003696462472381305
Niastella,gamma-Aminobutyric acid,Others,0.388,-0.004654706405296049
Niastella,gamma-Aminobutyric acid,Others,0.447,0.0045871807523402055
Niastella,gamma-Aminobutyric acid,Others,0.61,-0.022163226293959306
Niastella,ectoine,Others,0.241,0.015701850497019988
Niastella,ectoine,Others,0.388,-0.02750779232675584
Niastella,ectoine,Others,0.447,-0.028577383204884035
Niastella,ectoine,Others,0.61,-0.03034540155321921
Niastella,N-acetyl-glutamic acid,Others,0.241,-0.015161920377406332
Niastella,N-acetyl-glutamic acid,Others,0.388,0.08209164532050141
Niastella,N-acetyl-glutamic acid,Others,0.447,-0.01697347892216298
Niastella,N-acetyl-glutamic acid,Others,0.61,-0.02187728401519247
Niastella,ornithine,Others,0.241,-0.021205123982270743
Niastella,ornithine,Others,0.388,-0.031717446581418306
Niastella,ornithine,Others,0.447,-0.19056077353502626
Niastella,ornithine,Others,0.61,-0.09581312169998608
Niastella,shikimic acid,Others,0.241,0.0014815962550434583
Niastella,shikimic acid,Others,0.388,-0.0027059291192296905
Niastella,shikimic acid,Others,0.447,0.042975261747005424
Niastella,shikimic acid,Others,0.61,-0.010050832703429019
Niastella,taurine,Others,0.241,-0.004229669849481196
Niastella,taurine,Others,0.388,0.021315655545302195
Niastella,taurine,Others,0.447,-0.03291356779805411
Niastella,taurine,Others,0.61,0.0023121016788394235
Niastella,N-acetylglutamine,Others,0.241,-0.005391376114379862
Niastella,N-acetylglutamine,Others,0.388,0.06073160982876324
Niastella,N-acetylglutamine,Others,0.447,0.008487852087984457
Niastella,N-acetylglutamine,Others,0.61,-0.015186124940504286
Niastella,n-acetyllysine,Others,0.241,-0.0042262686835180426
Niastella,n-acetyllysine,Others,0.388,0.017730500119671876
Niastella,n-acetyllysine,Others,0.447,-0.0001033970426373507
Niastella,n-acetyllysine,Others,0.61,-0.02871720350657197
Niastella,n-acetylmuramic acid,Others,0.241,-0.07219887590584892
Niastella,n-acetylmuramic acid,Others,0.388,-0.794831812813514
Niastella,n-acetylmuramic acid,Others,0.447,
Niastella,n-acetylmuramic acid,Others,0.61,
Niastella,betaine,Others,0.241,-0.0012659569920922128
Niastella,betaine,Others,0.388,0.015280907550450399
Niastella,betaine,Others,0.447,0.015842922585523438
Niastella,betaine,Others,0.61,-0.008292038653885943
Niastella,nicotinamide,Others,0.241,0.012298633243913804
Niastella,nicotinamide,Others,0.388,0.048564962417280595
Niastella,nicotinamide,Others,0.447,-0.0371991053677503
Niastella,nicotinamide,Others,0.61,-0.06693736616093399
Niastella,trigonelline,Others,0.241,-0.006502280866176362
Niastella,trigonelline,Others,0.388,0.01950172321201089
Niastella,trigonelline,Others,0.447,0.0347228276240202
Niastella,trigonelline,Others,0.61,-0.00955894885249589
Niastella,carnitine,Others,0.241,-0.013132125876470039
Niastella,carnitine,Others,0.388,-0.009434679666390881
Niastella,carnitine,Others,0.447,-0.06315050716519324
Niastella,carnitine,Others,0.61,-0.09749457520169047
Niastella,choline,Others,0.241,0.001963784214430057
Niastella,choline,Others,0.388,0.014402239068611716
Niastella,choline,Others,0.447,0.04525855067578437
Niastella,choline,Others,0.61,-0.0025109854638523973
Niastella,sn-glycero-3-phosphocholine,Others,0.241,-0.007367985153121257
Niastella,sn-glycero-3-phosphocholine,Others,0.388,0.014609474561364123
Niastella,sn-glycero-3-phosphocholine,Others,0.447,0.003574048093344832
Niastella,sn-glycero-3-phosphocholine,Others,0.61,-0.04751709061947483
Mucilaginibacter,sucrose,Sugar,0.215,-0.024312551346201305
Mucilaginibacter,sucrose,Sugar,0.4,-0.3885791051174425
Mucilaginibacter,sucrose,Sugar,0.544,-0.49999736953075624
Mucilaginibacter,sucrose,Sugar,0.76,-0.0026925622109851438
Mucilaginibacter,trehalose,Sugar,0.215,0.0014755423788509032
Mucilaginibacter,trehalose,Sugar,0.4,-0.0026448172128878803
Mucilaginibacter,trehalose,Sugar,0.544,-0.49999886688475953
Mucilaginibacter,trehalose,Sugar,0.76,-0.001536656006089364
Mucilaginibacter,myo-inositol,Sugar,0.215,-0.006264586087903032
Mucilaginibacter,myo-inositol,Sugar,0.4,-0.10301143995570856
Mucilaginibacter,myo-inositol,Sugar,0.544,-0.17897140165278172
Mucilaginibacter,myo-inositol,Sugar,0.76,-0.0640062719103538
Mucilaginibacter,xylose,Sugar,0.215,-0.09053139216356416
Mucilaginibacter,xylose,Sugar,0.4,-0.2969551260775577
Mucilaginibacter,xylose,Sugar,0.544,-0.46526578290459014
Mucilaginibacter,xylose,Sugar,0.76,-0.048835223749319874
Mucilaginibacter,mannitol,Sugar,0.215,-0.004993118791907924
Mucilaginibacter,mannitol,Sugar,0.4,-0.008587585756328427
Mucilaginibacter,mannitol,Sugar,0.544,-0.0022441667491126843
Mucilaginibacter,mannitol,Sugar,0.76,-0.001067893672513075
Mucilaginibacter,N-acetyl-glucosamine,Sugar,0.215,-0.04150215786405365
Mucilaginibacter,N-acetyl-glucosamine,Sugar,0.4,-0.22142621416684044
Mucilaginibacter,N-acetyl-glucosamine,Sugar,0.544,-0.4986313900254295
Mucilaginibacter,N-acetyl-glucosamine,Sugar,0.76,-0.004364450155047009
Mucilaginibacter,Glucose,Sugar,0.215,-0.06146834619371521
Mucilaginibacter,Glucose,Sugar,0.4,-0.33402756589843063
Mucilaginibacter,Glucose,Sugar,0.544,-0.44991115555042854
Mucilaginibacter,Glucose,Sugar,0.76,0.01962721460339811
Mucilaginibacter,lactic acid,Organic_Acid,0.215,-0.021251899846290407
Mucilaginibacter,lactic acid,Organic_Acid,0.4,-0.023949968985487933
Mucilaginibacter,lactic acid,Organic_Acid,0.544,-0.05335032939164769
Mucilaginibacter,lactic acid,Organic_Acid,0.76,-0.04817898372531711
Mucilaginibacter,malic acid,Organic_Acid,0.215,-0.012880788078969065
Mucilaginibacter,malic acid,Organic_Acid,0.4,-0.09186877481428006
Mucilaginibacter,malic acid,Organic_Acid,0.544,-0.02554091551260834
Mucilaginibacter,malic acid,Organic_Acid,0.76,-0.0023222584365815437
Mucilaginibacter,citric acid,Organic_Acid,0.215,-0.008273378488100728
Mucilaginibacter,citric acid,Organic_Acid,0.4,-0.05974816854227943
Mucilaginibacter,citric acid,Organic_Acid,0.544,0.028347747321928823
Mucilaginibacter,citric acid,Organic_Acid,0.76,0.021974012118400298
Mucilaginibacter,pyruvic acid,Organic_Acid,0.215,-0.008358898234539376
Mucilaginibacter,pyruvic acid,Organic_Acid,0.4,-0.0705381425473822
Mucilaginibacter,pyruvic acid,Organic_Acid,0.544,-0.18779312055108136
Mucilaginibacter,pyruvic acid,Organic_Acid,0.76,-0.08247191067383446
Mucilaginibacter,alpha-ketoglutaric acid,Organic_Acid,0.215,-0.00885206785689422
Mucilaginibacter,alpha-ketoglutaric acid,Organic_Acid,0.4,-0.009304591456537649
Mucilaginibacter,alpha-ketoglutaric acid,Organic_Acid,0.544,0.03057910646864592
Mucilaginibacter,alpha-ketoglutaric acid,Organic_Acid,0.76,-0.022217237741592552
Mucilaginibacter,citrulline,Organic_Acid,0.215,-0.007775415004351387
Mucilaginibacter,citrulline,Organic_Acid,0.4,-0.011610979077319393
Mucilaginibacter,citrulline,Organic_Acid,0.544,-0.011302009825932591
Mucilaginibacter,citrulline,Organic_Acid,0.76,-0.024248325734430275
Mucilaginibacter,succinic acid,Organic_Acid,0.215,-0.008591997590441217
Mucilaginibacter,succinic acid,Organic_Acid,0.4,-0.02630837150930901
Mucilaginibacter,succinic acid,Organic_Acid,0.544,0.005173055418989867
Mucilaginibacter,succinic acid,Organic_Acid,0.76,-0.011788564711319447
Mucilaginibacter,alanine,Amino_Acid,0.215,-0.016813014520066005
Mucilaginibacter,alanine,Amino_Acid,0.4,-0.05203426572178873
Mucilaginibacter,alanine,Amino_Acid,0.544,-0.25020678074514924
Mucilaginibacter,alanine,Amino_Acid,0.76,-0.09623526407031156
Mucilaginibacter,arginine,Amino_Acid,0.215,-0.03058082769256383
Mucilaginibacter,arginine,Amino_Acid,0.4,-0.1853041451318288
Mucilaginibacter,arginine,Amino_Acid,0.544,-0.4495771877731375
Mucilaginibacter,arginine,Amino_Acid,0.76,-0.095487316139275
Mucilaginibacter,asparagine,Amino_Acid,0.215,-0.012937629862441916
Mucilaginibacter,asparagine,Amino_Acid,0.4,-0.058094389142711804
Mucilaginibacter,asparagine,Amino_Acid,0.544,-0.14106731951619578
Mucilaginibacter,asparagine,Amino_Acid,0.76,-0.07310895208927622
Mucilaginibacter,aspartic acid,Amino_Acid,0.215,-0.015136247491599588
Mucilaginibacter,aspartic acid,Amino_Acid,0.4,-0.08543694034221977
Mucilaginibacter,aspartic acid,Amino_Acid,0.544,-0.1146532267143036
Mucilaginibacter,aspartic acid,Amino_Acid,0.76,-0.02965331838360607
Mucilaginibacter,glutamic acid,Amino_Acid,0.215,-0.010595457022360946
Mucilaginibacter,glutamic acid,Amino_Acid,0.4,-0.03811520500496934
Mucilaginibacter,glutamic acid,Amino_Acid,0.544,-0.07122465875441515
Mucilaginibacter,glutamic acid,Amino_Acid,0.76,-0.0011370635746940536
Mucilaginibacter,glutamine,Amino_Acid,0.215,-0.01066584284310551
Mucilaginibacter,glutamine,Amino_Acid,0.4,-0.03424298024696295
Mucilaginibacter,glutamine,Amino_Acid,0.544,-0.13455228444121942
Mucilaginibacter,glutamine,Amino_Acid,0.76,-0.097395106553853
Mucilaginibacter,glycine,Amino_Acid,0.215,-0.010728531564677467
Mucilaginibacter,glycine,Amino_Acid,0.4,-0.2329386027645343
Mucilaginibacter,glycine,Amino_Acid,0.544,-0.42758997824706924
Mucilaginibacter,glycine,Amino_Acid,0.76,-0.09693929727055436
Mucilaginibacter,histidine,Amino_Acid,0.215,-0.028283815109950705
Mucilaginibacter,histidine,Amino_Acid,0.4,-0.11349148742968435
Mucilaginibacter,histidine,Amino_Acid,0.544,-0.2738900250995865
Mucilaginibacter,histidine,Amino_Acid,0.76,-0.08806613743503681
Mucilaginibacter,isoleucine,Amino_Acid,0.215,-0.05687461406237653
Mucilaginibacter,isoleucine,Amino_Acid,0.4,-0.0936342426637754
Mucilaginibacter,isoleucine,Amino_Acid,0.544,-0.2792121901985628
Mucilaginibacter,isoleucine,Amino_Acid,0.76,-0.08020469110690329
Mucilaginibacter,leucine,Amino_Acid,0.215,-0.03366481175228993
Mucilaginibacter,leucine,Amino_Acid,0.4,-0.16200713693825872
Mucilaginibacter,leucine,Amino_Acid,0.544,-0.29940441578866106
Mucilaginibacter,leucine,Amino_Acid,0.76,-0.08751591970655082
Mucilaginibacter,lysine,Amino_Acid,0.215,-0.047859865877208266
Mucilaginibacter,lysine,Amino_Acid,0.4,-0.017710412201465464
Mucilaginibacter,lysine,Amino_Acid,0.544,-0.40858122100137606
Mucilaginibacter,lysine,Amino_Acid,0.76,-0.09754177056423662
Mucilaginibacter,methionine,Amino_Acid,0.215,-0.05041062173424839
Mucilaginibacter,methionine,Amino_Acid,0.4,-0.17409733558578075
Mucilaginibacter,methionine,Amino_Acid,0.544,-0.2904567564714849
Mucilaginibacter,methionine,Amino_Acid,0.76,-0.09127702041002203
Mucilaginibacter,phenylalanine,Amino_Acid,0.215,-0.042388666516816186
Mucilaginibacter,phenylalanine,Amino_Acid,0.4,-0.1261103538969634
Mucilaginibacter,phenylalanine,Amino_Acid,0.544,-0.3139519037540317
Mucilaginibacter,phenylalanine,Amino_Acid,0.76,-0.09450025972108711
Mucilaginibacter,proline,Amino_Acid,0.215,-0.02861716464598794
Mucilaginibacter,proline,Amino_Acid,0.4,-0.16156374058574915
Mucilaginibacter,proline,Amino_Acid,0.544,-0.2513878929595105
Mucilaginibacter,proline,Amino_Acid,0.76,-0.09560473159285827
Mucilaginibacter,serine,Amino_Acid,0.215,-0.02909690952488241
Mucilaginibacter,serine,Amino_Acid,0.4,-0.054677864601108316
Mucilaginibacter,serine,Amino_Acid,0.544,-0.1726872207318686
Mucilaginibacter,serine,Amino_Acid,0.76,-0.09393316319086992
Mucilaginibacter,threonine,Amino_Acid,0.215,-0.029032567489615153
Mucilaginibacter,threonine,Amino_Acid,0.4,-0.09739075667991043
Mucilaginibacter,threonine,Amino_Acid,0.544,-0.2530706204788197
Mucilaginibacter,threonine,Amino_Acid,0.76,-0.08325568063368732
Mucilaginibacter,tryptophan,Amino_Acid,0.215,-0.02807353237398395
Mucilaginibacter,tryptophan,Amino_Acid,0.4,-0.05099422089223248
Mucilaginibacter,tryptophan,Amino_Acid,0.544,-0.23065350390915032
Mucilaginibacter,tryptophan,Amino_Acid,0.76,-0.0853981717352111
Mucilaginibacter,tyrosine,Amino_Acid,0.215,-0.03010195400010054
Mucilaginibacter,tyrosine,Amino_Acid,0.4,-0.12279061024314628
Mucilaginibacter,tyrosine,Amino_Acid,0.544,-0.257312502836865
Mucilaginibacter,tyrosine,Amino_Acid,0.76,-0.08948522226013986
Mucilaginibacter,valine,Amino_Acid,0.215,-0.028658503069351214
Mucilaginibacter,valine,Amino_Acid,0.4,-0.12728124990535694
Mucilaginibacter,valine,Amino_Acid,0.544,-0.3041207041697763
Mucilaginibacter,valine,Amino_Acid,0.76,-0.0831879086688638
Mucilaginibacter,cysteine,Amino_Acid,0.215,-0.04162165859733159
Mucilaginibacter,cysteine,Amino_Acid,0.4,-0.1371584980512002
Mucilaginibacter,cysteine,Amino_Acid,0.544,-0.27407523414984447
Mucilaginibacter,cysteine,Amino_Acid,0.76,-0.059351014861889595
Mucilaginibacter,cystine,Amino_Acid,0.215,-0.04361364595487692
Mucilaginibacter,cystine,Amino_Acid,0.4,-0.2203176161978787
Mucilaginibacter,cystine,Amino_Acid,0.544,-0.2439802834872047
Mucilaginibacter,cystine,Amino_Acid,0.76,-0.05687237483207088
Mucilaginibacter,adenine,Nucleobase,0.215,-0.007663314230298591
Mucilaginibacter,adenine,Nucleobase,0.4,-0.023534148522316667
Mucilaginibacter,adenine,Nucleobase,0.544,-0.05276275355237785
Mucilaginibacter,adenine,Nucleobase,0.76,-0.0011158690091130532
Mucilaginibacter,adenosine,Nucleobase,0.215,-0.22811506479543334
Mucilaginibacter,adenosine,Nucleobase,0.4,-0.7880349070441858
Mucilaginibacter,adenosine,Nucleobase,0.544,-0.07118794006829639
Mucilaginibacter,adenosine,Nucleobase,0.76,-0.028312497559567978
Mucilaginibacter,cytidine,Nucleobase,0.215,-0.05870258506331939
Mucilaginibacter,cytidine,Nucleobase,0.4,-0.49810424295005734
Mucilaginibacter,cytidine,Nucleobase,0.544,-0.4957969119094465
Mucilaginibacter,cytidine,Nucleobase,0.76,-0.09581322478752205
Mucilaginibacter,cytosine,Nucleobase,0.215,-0.016130923036013697
Mucilaginibacter,cytosine,Nucleobase,0.4,0.010944616379528692
Mucilaginibacter,cytosine,Nucleobase,0.544,0.13759650451988614
Mucilaginibacter,cytosine,Nucleobase,0.76,0.010643951494975809
Mucilaginibacter,guanine,Nucleobase,0.215,-0.014839380438687325
Mucilaginibacter,guanine,Nucleobase,0.4,-0.041548711529938644
Mucilaginibacter,guanine,Nucleobase,0.544,-0.054179890001743246
Mucilaginibacter,guanine,Nucleobase,0.76,-0.0470462033153999
Mucilaginibacter,guanosine,Nucleobase,0.215,-0.14802067701366367
Mucilaginibacter,guanosine,Nucleobase,0.4,-0.7915288756703039
Mucilaginibacter,guanosine,Nucleobase,0.544,-0.2683034544621546
Mucilaginibacter,guanosine,Nucleobase,0.76,-0.046258219882046626
Mucilaginibacter,hypoxanthine,Nucleobase,0.215,-0.04332528216451388
Mucilaginibacter,hypoxanthine,Nucleobase,0.4,-0.07215892248791866
Mucilaginibacter,hypoxanthine,Nucleobase,0.544,-0.029319421776371393
Mucilaginibacter,hypoxanthine,Nucleobase,0.76,-0.003325402280056548
Mucilaginibacter,inosine,Nucleobase,0.215,-0.0036803185742863647
Mucilaginibacter,inosine,Nucleobase,0.4,-0.10619466145369992
Mucilaginibacter,inosine,Nucleobase,0.544,-0.38273508076585344
Mucilaginibacter,inosine,Nucleobase,0.76,-0.09285501968935275
Mucilaginibacter,thymine,Nucleobase,0.215,-0.02596010804532005
Mucilaginibacter,thymine,Nucleobase,0.4,0.017491439112940314
Mucilaginibacter,thymine,Nucleobase,0.544,0.02428491851808955
Mucilaginibacter,thymine,Nucleobase,0.76,0.004750753134610509
Mucilaginibacter,uracil,Nucleobase,0.215,-0.011502920985439011
Mucilaginibacter,uracil,Nucleobase,0.4,0.0023104376456982013
Mucilaginibacter,uracil,Nucleobase,0.544,0.06710231386552776
Mucilaginibacter,uracil,Nucleobase,0.76,0.012762365554851789
Mucilaginibacter,uridine,Nucleobase,0.215,-0.051697414091225864
Mucilaginibacter,uridine,Nucleobase,0.4,-0.5019868957174062
Mucilaginibacter,uridine,Nucleobase,0.544,-0.48544215463694923
Mucilaginibacter,uridine,Nucleobase,0.76,-0.038807251816152105
Mucilaginibacter,xanthine,Nucleobase,0.215,-0.008017089360326468
Mucilaginibacter,xanthine,Nucleobase,0.4,-0.017536329194445456
Mucilaginibacter,xanthine,Nucleobase,0.544,0.05340604472021917
Mucilaginibacter,xanthine,Nucleobase,0.76,0.007388366687620991
Mucilaginibacter,xanthosine,Nucleobase,0.215,0.00483330709501947
Mucilaginibacter,xanthosine,Nucleobase,0.4,0.007436384191247817
Mucilaginibacter,xanthosine,Nucleobase,0.544,0.019148483900091325
Mucilaginibacter,xanthosine,Nucleobase,0.76,-0.004480525947550327
Mucilaginibacter,5-methyluridine,Nucleobase,0.215,0.0008762862932164536
Mucilaginibacter,5-methyluridine,Nucleobase,0.4,-0.038963342805065936
Mucilaginibacter,5-methyluridine,Nucleobase,0.544,0.009168346773772313
Mucilaginibacter,5-methyluridine,Nucleobase,0.76,-0.011358885127923296
Mucilaginibacter,gamma-Aminobutyric acid,Others,0.215,0.007666698025532327
Mucilaginibacter,gamma-Aminobutyric acid,Others,0.4,-0.06784666966142222
Mucilaginibacter,gamma-Aminobutyric acid,Others,0.544,0.010216170771669338
Mucilaginibacter,gamma-Aminobutyric acid,Others,0.76,0.0023372988129896147
Mucilaginibacter,ectoine,Others,0.215,0.006138401901738094
Mucilaginibacter,ectoine,Others,0.4,-0.04591386478061428
Mucilaginibacter,ectoine,Others,0.544,-0.08881315483759217
Mucilaginibacter,ectoine,Others,0.76,-0.025602043568757414
Mucilaginibacter,N-acetyl-glutamic acid,Others,0.215,-0.002359967546737912
Mucilaginibacter,N-acetyl-glutamic acid,Others,0.4,-0.09575468859862234
Mucilaginibacter,N-acetyl-glutamic acid,Others,0.544,-0.003349018733200096
Mucilaginibacter,N-acetyl-glutamic acid,Others,0.76,0.012274030729054529
Mucilaginibacter,ornithine,Others,0.215,-0.03424028647435207
Mucilaginibacter,ornithine,Others,0.4,-0.13893299194497732
Mucilaginibacter,ornithine,Others,0.544,-0.4424390419500413
Mucilaginibacter,ornithine,Others,0.76,-0.07112595968549276
Mucilaginibacter,shikimic acid,Others,0.215,-0.006385359626031638
Mucilaginibacter,shikimic acid,Others,0.4,-0.018035439165032873
Mucilaginibacter,shikimic acid,Others,0.544,0.04875509026650132
Mucilaginibacter,shikimic acid,Others,0.76,-0.008985221463028655
Mucilaginibacter,taurine,Others,0.215,-0.0008010324986013046
Mucilaginibacter,taurine,Others,0.4,-0.021643175051354165
Mucilaginibacter,taurine,Others,0.544,-0.010876138979671419
Mucilaginibacter,taurine,Others,0.76,0.007169156928809657
Mucilaginibacter,N-acetylglutamine,Others,0.215,-0.003242319753152215
Mucilaginibacter,N-acetylglutamine,Others,0.4,-0.018548587816517397
Mucilaginibacter,N-acetylglutamine,Others,0.544,-0.0038091154541222572
Mucilaginibacter,N-acetylglutamine,Others,0.76,0.0022442244645095076
Mucilaginibacter,n-acetyllysine,Others,0.215,-0.014605690118415017
Mucilaginibacter,n-acetyllysine,Others,0.4,-0.0910207345712141
Mucilaginibacter,n-acetyllysine,Others,0.544,-0.49769121810707934
Mucilaginibacter,n-acetyllysine,Others,0.76,0.023348650548798335
Mucilaginibacter,n-acetylmuramic acid,Others,0.215,-0.012289215844419594
Mucilaginibacter,n-acetylmuramic acid,Others,0.4,-0.09246165713061533
Mucilaginibacter,n-acetylmuramic acid,Others,0.544,-0.002873626107326658
Mucilaginibacter,n-acetylmuramic acid,Others,0.76,-0.027008333376394984
Mucilaginibacter,betaine,Others,0.215,-0.009426489254901279
Mucilaginibacter,betaine,Others,0.4,-0.03152930212189426
Mucilaginibacter,betaine,Others,0.544,0.008029529084903023
Mucilaginibacter,betaine,Others,0.76,0.003398005062196761
Mucilaginibacter,nicotinamide,Others,0.215,-0.006934276980061599
Mucilaginibacter,nicotinamide,Others,0.4,-0.05858253831719222
